"CNPJ";"CD_CVM";"DENOM_SOCIAL"
"00.694.303/0001-51";15148;"SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"07.594.978/0001-78";24260;"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A."
"07.594.978/0001-78";24260;"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A."
"05.730.375/0001-20";24252;"SMILES FIDELIDADE S.A."
"15.912.764/0001-20";23140;"SMILES S.A."
"73.903.718/0001-61";14303;"SNB PARTICIPACOES SA"
"60.869.005/0001-87";10820;"SOBLOCO CONSTRUTORA SA"
"60.594.538/0001-01";13501;"SOBRAL INVICTA SA"
"46.119.855/0001-37";16241;"SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A."
"60.852.035/0001-80";13145;"SOCIED. PAULIS ARTEF METALS/A"
"01.624.528/0001-02";16217;"SOCIEDADE PART CIMENTEIRAS SA"
"51.936.094/0001-46";13129;"SOFIMA SA"
"62.816.426/0001-75";10855;"SOGERAL LEASING SA ARREND MERC"
"32.286.411/0001-81";14710;"SOLA SA INDS ALIMENTICIAS"
"05.615.334/0001-93";19410;"SOLAE DO BRASIL HOLDINGS SA"
"01.368.194/0001-45";16004;"SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR"
"02.541.982/0001-54";22551;"SOMOS EDUCAÇÃO S.A."
"93.209.765/0001-17";16055;"SONAE DISTRIBUIÇÃO BRASIL SA"
"02.594.251/0001-77";17981;"SONDIS BRASIL SA"
"33.386.210/0001-19";10880;"SONDOTECNICA ENGENHARIA DE SOLOS S/A."
"60.840.683/0001-17";10898;"SOPAVE SA SOC PAUL DE VEICULOS"
"61.088.795/0001-26";10901;"SORANA COML E IMPORTADORA SA"
"33.081.712/0001-31";10910;"SOTREQ SA TRATORES E EQUIPS"
"60.688.256/0001-65";9547;"SOUTO VIDIGAL SA"
"33.009.911/0001-39";4057;"SOUZA CRUZ SA"
"19.511.433/0001-30";23361;"SPE AKRO SECURITIZADORA S.A."
"08.064.412/0001-05";10936;"SPERB DO NE SA IND TEXTIL"
"33.000.522/0001-42";10944;"SPERRY SA"
"45.397.007/0001-27";16489;"SPLICE DO BRASIL TELEC  E ELETRONICA S/A"
"10.948.651/0001-61";10952;"SPRINGER CARRIER NE SA"
"92.929.520/0001-00";10960;"SPRINGER SA"
"07.718.269/0001-57";20966;"SPRINGS GLOBAL PARTICIPAÇÕES S/A"
"59.290.239/0001-96";1953;"SPSCS INDUSTRIAL SA"
"01.328.630/0001-52";15725;"ST MICHEL SA"
"33.460.635/0001-20";10979;"STANDARD ELETRONICA SA"
"91.495.499/0001-00";24201;"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS"
"00.622.416/0001-41";22594;"STATKRAFT ENERGIAS RENOVÁVEIS S.A."
"12.592.746/0001-10";22292;"STEIN SP II PARTICIPAÇÕES S.A."
"78.363.322/0001-92";13153;"STEVIAFARMA INDUSTRIAL SA"
"02.286.509/0001-78";17787;"SUBESTAÇÃO ELETROMETRÔ S/A"
"02.930.076/0001-41";19682;"SUBMARINO S/A"
"02.062.747/0001-08";16586;"SUDESTE SA"
"60.894.110/0001-76";10995;"SUDESTE SA IND E COMERCIO"
"13.584.310/0001-42";23957;"SUGOI S.A."
"01.957.772/0001-89";16438;"SUL 116 PARTICIPAÇÕES S.A."
"33.040.924/0001-70";11002;"SUL AMERICA CAPITALIZACAO S.A."
"33.041.062/0001-09";11010;"SUL AMERICA CIA NACL SEGUROS"
"29.978.814/0001-87";21121;"SUL AMERICA S/A"
"29.978.814/0001-87";21121;"SUL AMERICA S/A"
"92.664.937/0001-80";10413;"SUL AMERICA STA CRUZ SEGS SA"
"92.659.945/0001-38";11037;"SUL BRASILEIRO COM IMP EXP SA"
"89.425.623/0001-10";11045;"SUL BRASILEIRO CRED.,FINANC.E"
"11.181.400/0001-67";23345;"SUL INVEST SECURITIZADORA S.A."
"01.585.482/0001-51";16144;"SUL LOGISTICA SA"
"00.601.634/0001-08";15008;"SULABENTURES SA"
"42.363.150/0001-00";11053;"SULFAB CIA SULFOQUIMICA DA BA"
"92.692.433/0001-73";6254;"SULINA ALIMENTOS SA"
"72.129.083/0001-24";11061;"SUPERAGRO SA FERT INSETICIDAS"
"92.192.509/0001-00";7820;"SUPERMERCADOS REAL SA"
"02.735.385/0001-60";18880;"SUPERVIA CONCESS. DE TRANPORTE FERR. S/A"
"29.499.464/0001-76";11096;"SURAMIC S R A M IND COM SA"
"60.651.809/0001-05";9067;"SUZANO HOLDING S.A."
"16.404.287/0001-55";13986;"SUZANO S.A."
"61.143.772/0001-77";12998;"SV ENGENHARIA SA"
"08.801.621/0001-86";21040;"SYN PROP & TECH S.A."
"08.801.621/0001-86";21040;"SYN PROP & TECH S.A."
"08.320.244/0001-63";11118;"T BARRETO IND COM SA"
"02.860.694/0001-62";21326;"T4F ENTRETENIMENTO SA"
"02.860.694/0001-62";22454;"T4F ENTRETENIMENTO SA"
"28.573.830/0001-27";20508;"TAIPE TRANCOSO EMPREENDIMENTOS S/A"
"01.832.635/0001-18";16390;"TAM S.A."
"47.893.664/0001-90";12297;"TAM TRANSP AEREOS REGIONAIS SA"
"05.341.549/0001-63";21717;"TARPON INVESTIMENTOS S/A"
"92.781.335/0001-02";6173;"TAURUS ARMAS S.A."
"92.781.335/0001-02";6173;"TAURUS ARMAS S.A."
"67.437.434/0001-24";20389;"TC SECURITIES CIA DE SECURITIZAÇÃO"
"26.345.998/0001-50";26077;"TC TRADERS CLUB S.A."
"02.558.132/0001-69";17612;"TCO CELULAR PARTICIPAÇÕES  S/A"
"12.919.786/0001-24";24066;"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A."
"22.770.366/0001-82";14133;"TEC TOY S/A"
"10.972.032/0001-02";11126;"TECANOR SA TEXTIL CATAR DO NE"
"08.424.178/0001-71";11215;"TECBLU - TECELAGEM BLUMENAU S/A."
"84.228.055/0001-43";11134;"TECELAGEM MALHARIA INDAIAL SA"
"92.672.203/0001-42";11169;"TECHNOS RELOGIOS SA"
"09.295.063/0001-97";22519;"TECHNOS SA"
"17.359.233/0001-88";26760;"TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A."
"08.065.557/0001-12";20435;"TECNISA S/A"
"08.065.557/0001-12";20435;"TECNISA S/A"
"13.720.879/0001-98";23051;"TECNO WASTE S.A."
"61.388.310/0001-10";11193;"TECNOMONT PROJS MONTS INDLS SA"
"33.111.246/0001-90";11207;"TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL"
"55.833.909/0001-12";13102;"TECPART PARTS E EMPREENDS SA"
"00.299.045/0001-09";14702;"TEGENER PARTICIPACOES SA"
"02.351.144/0001-18";20800;"TEGMA GESTÃO LOGÍSTICA SA"
"30.213.493/0001-09";25844;"TEGRA INCORPORADORA S.A."
"82.636.986/0001-55";11223;"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL"
"33.467.572/0001-34";11231;"TEKNO S.A. INDÚSTRIA E COMÉRCIO"
"02.369.651/0001-89";17094;"TELAIMA CELULAR SA"
"02.322.103/0001-01";17108;"TELAMAZON CELULAR SA"
"02.328.592/0001-09";17116;"TELASA CELULAR SA"
"02.558.144/0001-93";17698;"TELE LESTE CELULAR PARTICIPAÇÕES SA"
"02.558.156/0001-18";17663;"TELE NORDESTE CELULAR PARTICIPAÇÕES SA"
"02.558.154/0001-29";17604;"TELE NORTE CELULAR PARTICIPAÇÕES SA"
"02.558.134/0001-58";17655;"TELE NORTE LESTE PARTICIPAÇÕES SA"
"02.558.129/0001-45";17620;"TELE SUDESTE CELULAR PARTICIPAÇÕES SA"
"02.332.982/0001-44";17124;"TELEACRE CELULAR SA"
"02.333.355/0001-28";17132;"TELEAMAPÁ CELULAR SA"
"02.331.879/0001-80";17140;"TELEBAHIA CELULAR SA"
"02.320.032/0001-08";17159;"TELEBRASÍLIA CELULAR SA"
"00.336.701/0001-04";11258;"TELEC. BRASILEIRAS S.A. - TELEBRÁS"
"02.338.114/0001-71";17167;"TELECEARÁ CELULAR SA"
"00.058.578/0001-07";11274;"TELECOM BRASILIA SA"
"43.642.727/0001-85";11290;"TELECOM SAO PAULO SA"
"83.897.223/0001-20";17833;"TELECOM STA CATARINA SA"
"28.140.226/0001-07";11304;"TELECOMUNICAÇÕES  ESP SANTO S A - TELEST"
"15.137.276/0001-93";11266;"TELECOMUNICAÇÕES BAHIA SA"
"17.184.201/0001-99";11282;"TELECOMUNICAÇÕES MINAS GERAIS SA"
"02.558.157/0001-62";17671;"TELEFÔNICA BRASIL S.A."
"04.295.166/0001-33";18937;"TELEFONICA DATA BRASIL HOLDING SA"
"02.341.506/0001-90";17175;"TELEGOIAS CELULAR SA"
"48.695.928/0001-64";3565;"TELEINVEST PARTICIPACOES SA"
"33.000.118/0001-79";11320;"TELEMAR NORTE LESTE SA"
"33.000.118/0001-79";11320;"TELEMAR NORTE LESTE SA"
"02.107.946/0001-87";18678;"TELEMAR PARTICIPAÇÕES SA"
"02.340.817/0001-34";17205;"TELEMAT CELULAR SA"
"02.558.118/0001-65";17701;"TELEMIG CELULAR PARTICIPAÇÕES S.A."
"02.320.739/0001-06";17213;"TELEMIG CELULAR SA"
"02.331.492/0001-23";17841;"TELEMS CELULAR SA"
"02.361.554/0001-40";17183;"TELEPARÁ CELULAR SA"
"02.368.412/0001-04";17191;"TELEPISA CELULAR SA"
"02.349.167/0001-98";17230;"TELERGIPE CELULAR SA"
"02.330.506/0001-94";17248;"TELERJ CELULAR SA"
"02.332.973/0001-53";17256;"TELERN CELULAR SA"
"02.337.949/0001-07";17264;"TELERON CELULAR SA"
"02.334.700/0001-48";17825;"TELESC CELULAR S/A"
"02.319.126/0001-59";17272;"TELESP CELULAR SA"
"02.325.945/0001-09";17299;"TELEST CELULAR SA"
"01.655.694/0001-68";16152;"TELET SA"
"01.301.301/0001-18";15768;"TELETRUST DE RECEBIVEIS SA"
"02.476.710/0001-18";17418;"TELINVEST SA"
"02.322.271/0001-99";17302;"TELPA CELULAR SA"
"02.591.814/0001-73";17507;"TELPART PARTICIPAÇÕES S/A"
"06.977.739/0001-34";19917;"TEMPO PARTICIPAÇOES S/A"
"61.079.869/0001-68";13579;"TENENGE TEC NAC ENGENHARIA SA"
"11.566.501/0001-56";22136;"TEREOS INTERNACIONAL S/A"
"10.502.676/0001-37";23329;"TERMELÉTRICA PERNAMBUCO III S.A."
"02.664.042/0001-52";18538;"TERMINAL GARAGEM MENEZES CORTES SA"
"14.688.220/0001-64";11339;"TERMINAL QUIM ARATU SA"
"92.780.634/0001-22";11347;"TERMOLAR SA"
"03.795.050/0001-09";19852;"TERMOPERNAMBUCO SA"
"05.799.312/0001-20";20354;"TERRA SANTA AGRO S.A."
"40.337.136/0001-06";26000;"TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A."
"01.115.535/0001-70";16713;"TESC - TERMINAL SANTA CATARINA S/A"
"06.033.448/0001-98";19526;"TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS"
"06.443.014/0001-66";11355;"TEXA MARANHENSE SA"
"24.019.192/0001-46";15873;"TEXPAR SA"
"50.116.334/0001-01";12378;"TEXTIL DUOMO SA"
"82.982.075/0001-80";7544;"TÊXTIL RENAUXVIEW S/A"
"54.485.982/0001-88";17426;"TEXTILIA SA"
"08.253.728/0001-37";20460;"TFA SECURITIZADORA S/A"
"84.684.455/0001-63";15962;"TIGRE S.A. PARTICIPAÇÕES"
"84.684.455/0001-63";26255;"TIGRE S.A. PARTICIPAÇÕES"
"02.336.993/0001-00";17078;"TIM NORDESTE TELECOMUNICAÇÕES S.A."
"02.558.115/0001-21";17639;"TIM PARTICIPAÇÕES SA"
"02.421.421/0001-11";24929;"TIM S.A."
"02.332.397/0001-44";17221;"TIM SUL S.A."
"92.663.004/0001-78";11428;"TITAN COMERCIO E INDUSTRIA SA"
"07.073.027/0001-53";21768;"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A"
"08.669.754/0001-40";21474;"TIVIT TERCEIRIZAÇÃO DE TECNOLOGIA E SERVIÇOS S/A"
"02.747.251/0001-60";11436;"TOBASA TOCANTINS BABACU SA"
"27.956.690/0001-03";24333;"TOKE INVEST SECURITIZADORA  S.A."
"62.870.720/0001-65";11983;"TOKYO LEASING DO BRASIL SA"
"00.640.687/0001-20";15075;"TOP SHOPPING EMPRS E PARTS SA"
"01.529.587/0001-93";15920;"TORCEDOR SA"
"53.113.791/0001-22";19992;"TOTVS S.A"
"03.014.553/0001-91";19330;"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A."
"59.418.806/0001-47";25208;"TRACK & FIELD CO S.A"
"90.286.105/0001-41";11452;"TRAFO EQUIPAMENTOS ELETRICOS S.A."
"03.410.509/0001-09";18503;"TRAIANUS SA"
"59.105.262/0001-63";11460;"TRANSAUTO TRANSP ESPECS AUT SA"
"60.872.173/0001-21";11479;"TRANSBRASIL SA LINHAS AEREAS - FALIDA"
"09.074.183/0001-64";22225;"TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA"
"07.859.971/0001-30";20257;"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A."
"07.859.971/0001-30";20257;"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A."
"21.728.083/0001-00";26654;"TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A"
"02.281.836/0001-37";20443;"TRANSNORDESTINA LOGISTICA SA"
"01.529.588/0001-38";15938;"TRANSUL SA"
"40.997.635/0001-20";26239;"TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS XXII S.A."
"43.335.774/0001-86";26824;"TRAVESSIA SECURITIZADORA DE CREÉDITOS MERCANTIS VI S.A."
"38.042.694/0001-00";25240;"TRAVESSIA SECURITIZADORA II S.A"
"26.609.050/0001-64";24082;"TRAVESSIA SECURITIZADORA S.A."
"26.609.050/0001-64";24082;"TRAVESSIA SECURITIZADORA S.A."
"94.813.102/0001-70";25950;"TRÊS TENTOS AGROINDUSTRIAL S.A."
"92.660.570/0001-26";8192;"TREVISA  INVESTIMENTOS SA"
"02.509.186/0001-34";23060;"TRIÂNGULO DO SOL AUTO-ESTRADAS S.A."
"13.558.226/0001-54";4910;"TRIKEM SA"
"32.185.928/0001-84";13420;"TRILUX PARTICIPACOES SA"
"23.438.929/0001-00";25194;"TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A."
"24.717.074/0001-01";24023;"TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S.A."
"08.811.643/0001-27";21130;"TRISUL S/A"
"08.811.643/0001-27";21130;"TRISUL S/A"
"24.955.657/0001-70";24031;"TRIUNFO SECURITIZADORA DE ATIVOS S.A."
"02.987.278/0001-20";18392;"TRK BRASIL TRUST SA"
"20.553.221/0001-02";26573;"TROCAFONE S.A."
"61.227.963/0001-17";11509;"TROL SA INDUSTRIA E COMERCIO"
"88.209.697/0001-56";5797;"TROMBINI PAPEL E EMBALAGENS SA"
"75.049.965/0001-78";11517;"TROMBINI SA ADM E PARTICIPACAO"
"15.115.504/0001-24";11398;"TRONOX PIGMENTOS DO BRASIL S.A."
"61.418.430/0001-12";11525;"TRORION SA"
"36.243.187/0001-00";25054;"TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II"
"42.603.513/0001-37";26492;"TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A."
"12.130.744/0001-00";22276;"TRUE SECURITIZADORA S.A."
"12.130.744/0001-00";22276;"TRUE SECURITIZADORA S.A."
"43.107.119/0001-70";12963;"TRUFANA TEXTIL SA"
"11.716.471/0001-17";22420;"TRX SECURITIZADORA S.A."
"00.313.160/0001-90";14648;"TUPIANA SA"
"01.158.851/0001-20";15520;"TUPINAMBARANA SA"
"81.599.961/0001-66";13870;"TUPY METALMECANICA SA"
"84.683.374/0001-49";6343;"TUPY SA"
"60.479.813/0001-38";13498;"UCAR CARBON SA"
"03.748.077/0001-32";18813;"UHESC S/A"
"05.388.437/0001-68";19461;"ULBRA RECEBIVEIS S/A"
"61.600.953/0001-85";14265;"ULTRAFERTIL SA IND. E COM"
"33.256.439/0001-39";18465;"ULTRAPAR PARTICIPAÇÕES SA"
"34.266.973/0001-99";11533;"ULTRAQUIMICA PARTICIPACOES SA"
"07.394.616/0001-33";20079;"UNI CIDADE SPTRUST DE RECEBÍVEIS SA"
"60.400.512/0001-77";11576;"UNIBANCO BANCO INV BRASIL SA"
"00.022.034/0001-87";14753;"UNIBANCO HOLDINGS S.A."
"34.120.899/0001-06";11550;"UNIBANCO LEASING S.A .-ARREND.MERCANTIL"
"44.071.785/0001-69";1449;"UNIBANCO LEASING S.A.- ARREND. MERCANTIL"
"44.071.785/0001-69";13951;"UNIBANCO LEASING S.A.- ARREND. MERCANTIL"
"33.783.754/0001-14";11568;"UNIBANCO SISTEMAS SA"
"33.700.394/0001-40";11584;"UNIBANCO UNIAO BANCOS BRAS SA"
"61.071.387/0001-61";841;"UNICARD BANCO MULTIPLO S.A."
"90.441.460/0001-48";22780;"UNICASA INDÚSTRIA DE MÓVEIS S.A."
"04.437.534/0001-30";21555;"UNIDAS S/A"
"02.255.187/0001-08";26050;"UNIFIQUE TELECOMUNICAÇÕES S.A."
"05.303.439/0001-07";26301;"UNIGEL PARTICIPAÇÕES S.A."
"33.958.695/0001-78";11592;"UNIPAR CARBOCLORO S.A."
"33.958.695/0001-78";11592;"UNIPAR CARBOCLORO S.A."
"07.203.904/0001-63";11606;"UNITEXTIL - UNIAO INDUSTRIAL TEXTIL S/A"
"06.027.566/0001-93";19585;"UNIVER CIDADE TRUST DE RECEBIVEIS SA"
"01.109.184/0001-95";19887;"UNIVERSO ONLINE SA"
"03.329.124/0001-03";18473;"UOL INC. S.A."
"34.591.574/0001-01";24856;"UP ENGENHARIA E URBANISMO S.A."
"02.162.616/0001-94";16624;"UPTICK PARTICIPACOES SA"
"10.571.175/0001-02";25437;"URBA DESENVOLVIMENTO URBANO S.A."
"44.742.989/0001-84";11622;"USINA BARRA SA ACUCAR ALCOOL"
"54.372.917/0001-46";11614;"USINA C PINTO SA ACUCAR ALCOOL"
"61.125.753/0001-18";12602;"USINA DA BARRA SA ACUCAR ALCOL"
"44.689.131/0001-01";11630;"USINA S BARBARA SA"
"61.551.230/0001-33";11657;"USINA S OLIMPIA IND FER ACO SA"
"15.101.298/0001-01";11649;"USINA SIDERURGICA DA BAHIA"
"04.739.720/0001-24";24945;"USINA TERMELÉTRICA PAMPA SUL S.A."
"26.643.756/0001-42";24449;"USINAGEM EDLYN PARTICIPAÇÕES S.A."
"17.157.850/0001-09";13889;"USINAS SIDERURGICAS DE MG SA"
"60.894.730/0001-05";14320;"USINAS SIDERURGICAS DE MINAS GERAIS SA"
"60.894.730/0001-05";14320;"USINAS SIDERURGICAS DE MINAS GERAIS SA"
"12.394.991/0001-13";23094;"UTILIUM PARTICIPAÇÕES S.A."
"92.761.618/0001-92";12424;"VACCHI SA IND COM"
"19.443.985/0001-58";14028;"VALE FERTILIZANTES S.A."
"33.592.510/0001-54";4170;"VALE S.A."
"33.592.510/0001-54";4170;"VALE S.A."
"01.772.313/0001-20";16225;"VALETRON SA"
"33.113.309/0001-47";20028;"VALID SOLUÇÕES S.A."
"17.170.150/0001-46";8400;"VALLOUREC & MANNESMANN TUBES - V & M DOBRASIL"
"61.076.055/0001-70";11673;"VALMET DO BRASIL S.A."
"23.373.000/0001-32";24716;"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A."
"42.582.049/0001-40";14338;"VANGUARDA CIA SEGUROS GERAIS"
"03.634.795/0001-88";18694;"VARIG PARTIC. EM SERVIÇOS COMPLEMENTARES"
"03.634.777/0001-04";18686;"VARIG PARTICIPAÇÕES EM TRANSP AÉREOS S/A"
"02.424.122/0001-30";17051;"VASCO DA GAMA LICENCIAMENTOS S/A"
"00.095.147/0001-02";14540;"VBC ENERGIA SA"
"01.832.326/0001-48";17345;"VEGA ENGENHARIA AMBIENTAL SA"
"06.016.348/0001-53";24767;"VENTOS DO SUL ENERGIA S.A."
"24.241.659/0001-06";24309;"VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A."
"42.274.597/0001-02";2291;"VEPLAN SA"
"31.748.174/0001-60";26409;"VERO S.A."
"01.327.874/0001-10";16047;"VERPAR CENTROS COMERCIAIS SA"
"25.005.683/0001-09";23990;"VERT COMPANHIA SECURITIZADORA"
"42.945.876/0001-50";26751;"VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS"
"42.937.550/0001-81";26778;"VERT-11 COMPANHIA SECURITIZADORA DE CR+DITOS FINANCEIROS"
"42.938.083/0001-04";26450;"VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"33.041.260/0652-90";6505;"VIA S.A."
"33.041.260/0652-90";6505;"VIA S.A."
"10.670.314/0001-55";22926;"VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA"
"60.703.923/0001-31";11703;"VIACAO AEREA S PAULO SA VASP"
"02.366.097/0001-86";21830;"VIANORTE S/A"
"28.019.100/0001-89";25607;"VIAPAULISTA S.A."
"10.635.691/0001-53";22543;"VIARONDON CONCESSIONÁRIA DE RODOVIA SA"
"34.274.233/0001-02";14249;"VIBRA ENERGIA S/A"
"34.274.233/0001-02";24295;"VIBRA ENERGIA S/A"
"34.274.233/0001-02";24295;"VIBRA ENERGIA S/A"
"43.031.574/0001-30";12408;"VICUNHA SA"
"43.031.574/0001-30";12661;"VICUNHA SA"
"02.871.007/0001-04";18902;"VICUNHA SIDERURGIA SA"
"07.332.190/0001-93";5991;"VICUNHA TEXTIL SA"
"13.324.184/0001-97";22772;"VIGOR ALIMENTOS S.A."
"61.105.920/0001-69";11720;"VIGORELLI DO BRASIL SA IC"
"07.190.283/0001-20";13617;"VILEJACK INDUSTRIAL S.A."
"02.456.029/0001-08";17400;"VILLAGE COUNTRY SA"
"47.247.069/0001-88";11738;"VILLARES INDS BASE VIBASA"
"47.287.784/0001-44";5665;"VILLARES MECANICA SA"
"08.769.451/0001-08";20818;"VIRGO COMPANHIA DE SECURITIZAÇÃO"
"02.105.040/0001-23";18287;"VIRGO II COMPANHIA DE SECURITIZACAO"
"08.937.002/0001-13";21075;"VISION SECURITIZADORA S.A."
"45.365.558/0001-09";25763;"VITTIA FERTILIZANTES E BIOLOGICOS S.A."
"33.839.910/0001-11";24805;"VIVARA PARTICIPAÇÕES S.A."
"01.402.946/0001-47";19950;"VIVAX SA"
"67.571.414/0001-41";20702;"VIVER INCORPORADORA E CONSTRUTORA S.A"
"02.558.074/0001-73";17710;"VIVO PARTICIPAÇÕES SA"
"02.558.074/0001-73";17710;"VIVO PARTICIPAÇÕES SA"
"32.681.371/0001-72";21202;"VIX LOGÍSTICA S/A"
"32.681.371/0001-72";21202;"VIX LOGÍSTICA S/A"
"10.935.054/0001-00";11746;"VOLNOR INDUSTRIA E COMERCIO SA"
"12.499.618/0001-27";22322;"VOSTOK PARTICIPAÇÕES SA"
"33.034.794/0001-63";11754;"VOTEC TAXI AEREO SA"
"01.386.256/0001-41";18988;"VOTORANTIM FINANÇAS SA"
"04.013.702/0001-60";12327;"VTA AMAZONIA ELETRON SA"
"50.926.955/0001-42";11762;"VULCABRAS S.A."
"33.066.952/0001-67";13650;"VULCAN MATERIAL PLASTICO SA"
"09.813.204/0001-16";25852;"W2W E-COMMERCE DE VINHOS S.A."
"80.217.680/0001-39";11789;"WAGNER SA"
"84.429.695/0001-11";5410;"WEG SA"
"25.329.319/0001-96";11800;"WEMBLEY SOCIEDADE ANÔNIMA"
"86.542.107/0001-87";14672;"WENTEX TEXTIL S.A"
"56.992.183/0001-23";11819;"WES TON SA EQUIPS ELETRICOS"
"42.586.313/0001-13";11827;"WESTINGHOUSE BRASIL SA"
"33.039.322/0001-01";5401;"WESTINGHOUSE DO BRASIL SA"
"14.776.142/0001-50";25518;"WESTWING COMÉRCIO VAREJISTA S.A."
"84.683.788/0001-78";8630;"WETZEL FUNDICAO DE FERRO SA"
"84.683.671/0001-94";11991;"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL"
"59.105.999/0001-86";14346;"WHIRLPOOL S.A"
"79.313.086/0001-62";14397;"WIEST SA"
"33.130.691/0001-05";26247;"WILSON SONS HOLDINGS BRASIL S.A."
"42.278.473/0001-03";23590;"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A."
"33.228.024/0001-51";11070;"WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A."
"01.319.044/0001-41";15741;"WTC AMAZONAS SUITE HOTEL S.A."
"01.989.044/0001-59";16551;"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A."
"03.538.833/0001-07";20001;"XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A"
"92.660.604/0001-82";140;"YARA BRASIL FERTILIZANTES"
"02.217.319/0001-07";16705;"YBYRÁ S.A."
"08.807.432/0001-10";21016;"YDUQS PARTICIPACOES S.A."
"08.807.432/0001-10";21016;"YDUQS PARTICIPACOES S.A."
"11.284.204/0001-18";23604;"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A."
"09.267.996/0001-70";25976;"YUNY INCORPORADORA HOLDING S.A."
"02.363.918/0001-20";17361;"ZAIN PARTICIPAÇÕES S/A"
"71.320.931/0001-15";11835;"ZANINI SA EQUIPS PESADOS"
"24.744.012/0001-99";24007;"ZH OPERAÇÕES S/A"
"92.749.217/0001-17";11843;"ZIVI SA CUTELARIA"
"74.533.787/0001-93";16462;"ZOGBI LEASING S/A ARRENDAMENTO MERCANTIL"
